Car Brand,Car Model,Production Year,Mileage,Price,Description,Specs,Timestamp,Location
Hyundai,Staria,2024,0 km,"115,000",2024 HYUNDAI STARIA 3.5L AT PRL 9 SEATER,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Staria,2024,0 km,"115,000",2024 HYUNDAI STARIA 3.5L AT PRL 9 SEATER,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Staria,2024,0 km,"115,000",2024 HYUNDAI STARIA 3.5L AT PRL 9 SEATER,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Staria,2024,0 km,"115,000",2024 HYUNDAI STARIA 3.5L AT PRL 9 SEATER,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Staria,2024,0 km,"115,000",2024 HYUNDAI STARIA 3.5L AT PRL 9 SEATER,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Staria,2024,0 km,"115,000",2024 HYUNDAI STARIA 3.5L AT PRL 9 SEATER,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Santa Fe,2023,0 km,"115,000",(LHD) HYUNDAI SANTA FE PREMIER 3.5P AT MY2023 â€“ SILVER (VC: SANTAFE3.5P_1),Other,04-03-24 14:49,Dubai
Hyundai,Staria,2024,0 km,"115,000",2024 HYUNDAI STARIA 3.5L AT PRL 9 SEATER,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Staria,2024,0 km,"115,000",2024 HYUNDAI STARIA 3.5L AT PRL 9 SEATER,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Staria,2024,0 km,"115,000",2024 HYUNDAI STARIA 3.5L AT PRL 9 SEATER,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Staria,2024,0 km,"115,000",2024 HYUNDAI STARIA 3.5L AT PRL 9 SEATER,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Staria,2024,0 km,"115,000",2024 HYUNDAI STARIA 3.5L AT PRL 9 SEATER,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Staria,2024,0 km,"115,000",2024 HYUNDAI STARIA 3.5L AT PRL 9 SEATER,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Staria,2024,0 km,"115,000",2024 HYUNDAI STARIA 3.5L AT PRL 9 SEATER,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Staria,2024,0 km,"115,000",2024 HYUNDAI STARIA 3.5L AT PRL 9 SEATER,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Staria,2024,0 km,"115,000",2024 HYUNDAI STARIA 3.5L AT PRL 9 SEATER,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Staria,2024,0 km,"115,000",2024 HYUNDAI STARIA 3.5L AT PRL 9 SEATER,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Staria,2024,0 km,"115,000",2024 HYUNDAI STARIA 3.5L AT PRL 9 SEATER,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Staria,2024,0 km,"115,000",2024 HYUNDAI STARIA 3.5L AT PRL 9 SEATER,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Staria,2024,0 km,"115,000",2024 HYUNDAI STARIA 3.5L AT PRL 9 SEATER,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Staria,2024,0 km,"115,000",2024 HYUNDAI STARIA 3.5L AT PRL 9 SEATER,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Staria,2024,0 km,"115,000",2024 HYUNDAI STARIA 3.5L AT PRL 9 SEATER,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Staria,2024,0 km,"115,000",2024 HYUNDAI STARIA 3.5L AT PRL 9 SEATER,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Staria,2024,0 km,"115,000",2024 HYUNDAI STARIA 3.5L AT PRL 9 SEATER,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Palisade,2020,"46,998 km","115,000",Hyundai Palisade,Korean Specs,04-03-24 14:49,Dubai
Hyundai,Staria,2024,0 km,"115,000",2024 HYUNDAI STARIA 3.5L AT PRL 9 SEATER,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Staria,2024,0 km,"115,000",HYUNDAI STARIA 2024 V6 3.5L PETROL 9 SEATS,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Staria,2024,0 km,"115,000",2024 HYUNDAI STARIA 3.5L AT PRL 9 SEATER,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Staria,2024,0 km,"115,000",2024 HYUNDAI STARIA 3.5L AT PRL 9 SEATER,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Staria,2024,0 km,"115,000",2024 HYUNDAI STARIA 3.5L AT PRL 9 SEATER,GCC Specs,04-03-24 14:49,Dubai
Honda,Accord,2022,"21,500 km","115,000","GCC Brand New Condition, Fully Agency Maintained, 5 year warranty Single owner Accord Sport",GCC Specs,04-03-24 14:49,Dubai
Kia,Telluride,2020,"67,000 km","115,000",KIA TELLURIDE 2020 GTLine,GCC Specs,04-03-24 14:49,Dubai
Kia,Sportage,2024,0 km,"115,000","Kia Sportage 2024 / 1,6L XLine Fully Loaded / export Only",GCC Specs,04-03-24 14:49,Dubai
Nissan,Patrol,2016,"169,230 km","115,000",NISSAN PATROL LE V8 400 HP PLATINUM FULL OPINIONS,GCC Specs,04-03-24 14:49,Dubai
Nissan,Xterra,2022,"52,000 km","115,000",Immaculate Nissan Xterra Platinum - 2022 Model - Free of Accidents - Under Nissan Warranty !!,GCC Specs,04-03-24 14:49,Dubai
Nissan,Patrol,2019,"60,000 km","115,000",NISSAN PATROL V8 NISMO BODYKIT WARRANTY  SERVICE CONTRACT,American Specs,04-03-24 14:49,Dubai
Nissan,Armada,2020,"66,000 km","115,000",Upgrade 2023// 360 camera // 4x4// finance0%DP,American Specs,04-03-24 14:49,Dubai
Nissan,Patrol,2017,"197,000 km","115,000",Very well maintained Patrol,GCC Specs,04-03-24 14:49,Dubai
Nissan,Patrol,2019,"85,000 km","115,000",ظ†ظٹط³ط§ظ† ط¨ط§طھط±ظˆظ„ ط³ظپط§ط±ظٹ 2019 ظ…ط­ظˆظ„ ط³ظˆط¨ط± ط³ظپط§ط±ظٹ Nissan Patrol Safari 2019 Convert Super Safari,GCC Specs,04-03-24 14:49,Dubai
Nissan,Armada,2020,"51,000 km","115,000",2020 Nissan Armada,American Specs,04-03-24 14:49,Dubai
Nissan,Patrol,2018,"240,070 km","115,000",Nissan PAtrol Titanium  2018 GCC Single Owner,GCC Specs,04-03-24 14:49,Dubai
Ford,Edge,2019,"73,126 km","115,000",AED1747/month | 2019 Ford Edge ST 2.7L | Warranty | Service | GCC Specifications | Ref#158186,GCC Specs,04-03-24 14:49,Dubai
Ford,Mustang,2022,"56,000 km","115,000",2022 FORD MUSTANG ECOBOOST 2.3L CONVERTIBLE,American Specs,04-03-24 14:49,Dubai
Ford,Mustang,2017,"89,900 km","115,000",Mustang GT Under Warranty till Oct 2026,GCC Specs,04-03-24 14:49,Dubai
Ford,Edge,2021,0 km,"115,000",Brand New Ford Edge Trend AWD 2021 GCC Under Warranty,GCC Specs,04-03-24 14:49,Dubai
Ford,Taurus,2023,0 km,"115,000",2023 Ford Taurus Trend GCC Brand New,GCC Specs,04-03-24 14:49,Dubai
Ford,Mustang,2022,"9,500 km","115,000",Dubai,American Specs,04-03-24 14:49,Dubai
Ford,Explorer,2018,"34,000 km","115,000",FORD EXPLORER,GCC Specs,04-03-24 14:49,Dubai
Nissan,Patrol,2014,"173,000 km",115000,ظ„ظ„ط¨ظٹط¹ ظ†ظٹط³ط§ظ† 400 ط§ظ„ظ…ظƒظٹظ†ط© ط§ظ„ط¹ظˆط¯ط© 2014 ظ…ط­ظˆظ„ ط¯ط§ط®ظ„ ظˆط¨ط±ط¹ ظ†ط³ظ…ظˆ 2024 /// طھط­ظˆظٹظ„ ظƒط§ظ…ظ„ ظ…,GCC Specs,45354.94097,Abu Dhabi
Nissan,Xterra,2023,0 km,115000,Nissan X-Terra Titanium 2023 available in black and white color,GCC Specs,45354.94097,Abu Dhabi
Nissan,Patrol,2017,"2,870,000 km",115000,"Nissan Patrol LE, GCC,2017 287,000 KM",GCC Specs,45354.94097,Abu Dhabi
Toyota,Hilux,2022,0 km,"115,500",TOYOTA HILUX ADVANTUR MANUAL DIESEL_ Aya,GCC Specs,04-03-24 14:49,Dubai
Nissan,Xterra,2022,"19,751 km","115,900",2022 Nissan Xterra Titanium  â€¢ Agency warranty â€¢ 0 Down payment,GCC Specs,04-03-24 14:49,Dubai
Toyota,FJ Cruiser,2017,"198,885 km","116,000",AED1762/month | 2017 Toyota FJ Cruiser Xtreme 4.0L | GCC Specifications | Ref#150670,GCC Specs,04-03-24 14:49,Dubai
Toyota,Hilux,2024,0 km,"116,000",TOYOTA HILUX 2.7L 4WD PICKUP 2024 (PUSH START) | PRICE FOR EXPORT,GCC Specs,04-03-24 14:49,Dubai
Toyota,Fortuner,2023,0 km,"116,000","SR5 2023 A/T 4X4 , V4 2.7L Gasoline suv White color",GCC Specs,04-03-24 14:49,Dubai
Toyota,Corolla Cross,2024,0 km,"116,000",Toyota Corolla Cross HV Full 2024 - for export,GCC Specs,04-03-24 14:49,Dubai
Toyota,Fortuner,2023,0 km,"116,000",TOYOTA FORTUNER 2.7 AT CLIMATE CONTROL BLACK 2023,GCC Specs,04-03-24 14:49,Dubai
Toyota,Land Cruiser,2013,"179,500 km","116,000",Toyota Land Cruiser V6 GXR,GCC Specs,04-03-24 14:49,Dubai
Ford,Territory,2024,0 km,"116,000",2024 Ford Territory Trend 5 Years Warranty/Service @ Al Tayer,GCC Specs,04-03-24 14:49,Dubai
Nissan,Patrol,2017,"342,000 km",116000,ظ†ظٹط³ط§ظ† ط¨ط§طھط±ظˆظ„ ط¨ظ„ط§طھظٹظ†ظٹظˆظ… LE,GCC Specs,45354.94097,Abu Dhabi
Nissan,Altima,2024,0 km,116000,2024 Nissan Altima SV dealer warranty,GCC Specs,45354.94097,Abu Dhabi
Toyota,Hilux,2021,"45,000 km","116,500",TOYOTA HILUX PICKUP - 2021 - 360 Camera 4x4 - With  Alloy WHEEL (DIESEL),Japanese Specs,04-03-24 14:49,Dubai
Nissan,Patrol,2016,"136,065 km","116,900","AED2,610/Month | 0% DP | 2 Years Warranty | Platinum City | LE | V8 | Ref:600",GCC Specs,04-03-24 14:49,Dubai
Toyota,Hilux,2023,0 km,"117,000",TOYOTA HILUX full option 2.4L D DC 4WD TURBO PUSH START MY2023 -RUBA,Other,04-03-24 14:49,Dubai
Toyota,Hilux,2023,0 km,"117,000",Toyota Hilux 2.4 Diesel Full Options Automatic MY23,European Specs,04-03-24 14:49,Dubai
Toyota,Hiace,2024,0 km,"117,000",Toyota Hiace 3.5 Petrol Manual MY2024,GCC Specs,04-03-24 14:49,Dubai
Toyota,Hilux,2023,0 km,"117,000",HILUX 2.4L FULL OPTION-SALEM,Other,04-03-24 14:49,Dubai
Toyota,Camry,2023,"35,303 km","117,000",AED1778/month | 2023 Toyota Camry SE+ 3.5L | Warranty | Service | Full Toyota Service | Ref#152409,GCC Specs,04-03-24 14:49,Dubai
Toyota,Camry,2024,0 km,"117,000","Toyota Camry GLE 2.5L Hybrid, Sedan, FWD, 4Doors, Cruise Control, Sunroof, Color White, Model 2023",GCC Specs,04-03-24 14:49,Dubai
Toyota,Fortuner,2023,0 km,"117,000",TOYOTA FORTUNER 2.7L PETROL 4WD SUV 2023 | PRICE FOR EXPORT,GCC Specs,04-03-24 14:49,Dubai
Toyota,Camry,2022,"16,000 km","117,000","GCC 2022 / Camry V6 Sport Grande / warranty till end 2025 / 16,000 kms only",GCC Specs,04-03-24 14:49,Dubai
Toyota,Rav 4,2023,0 km,"117,000",TOYOTA RAV4 2.5L 4X2 ELITE HYBRID HI A/T PTR [EXPORT PRICE] [An],Chinese Specs,04-03-24 14:49,Dubai
Toyota,Hilux,2024,0 km,"117,000",2024 TOYOTA HILUX 2.7L SR5 4WD PETROL FULL OPTION,GCC Specs,04-03-24 14:49,Dubai
Toyota,Land Cruiser,2015,"226,000 km","117,000",TOYOTA LAND CRUISER GXR V6 - GCC SPECS - FULL SERVICE HISTORY - ACCIDENT FREE - EXCELENT CONDITION -,GCC Specs,04-03-24 14:49,Dubai
Toyota,Hilux,2023,0 km,"117,000",Toyota Hilux 2.4L diesel full option 2023_Aya,GCC Specs,04-03-24 14:49,Dubai
Kia,Sportage,2024,0 km,"117,000",KIA SPORTAGE 1.6L GT LINE DIESEL 2024 MODEL AVAILABLE ONLY FOR EXPORT,European Specs,04-03-24 14:49,Dubai
Kia,Sorento,2021,"55,600 km","117,000",KIA SORENTO 2021 GCC 7 SEATS 2.5L FULL OPTION (ORIGINAL PAINT) IN PERFECT CONDITION,GCC Specs,04-03-24 14:49,Dubai
Nissan,Patrol,2019,"87,000 km","117,000",Nissan Safari Falcon Gcc 2 Door Accident Free Very Well Maintained in perfect running condition,GCC Specs,04-03-24 14:49,Dubai
Nissan,Patrol,2017,"189,000 km","117,000",Nissan patrol 2017  LE Titanium,GCC Specs,04-03-24 14:49,Dubai
Nissan,X-Trail,2023,0 km,"117,000",Nissan X-Trail E-Power 1.5T 4WD Hybrid Flagship,Other,04-03-24 14:49,Dubai
Ford,Taurus,2023,"5,000 km",117000,2023 Ford Taurus Crystal Solid White with lower mileage,GCC Specs,45354.94097,Abu Dhabi
Toyota,Corolla Cross,2024,0 km,"117,900",Brand New Corolla cross GLI 2024,GCC Specs,04-03-24 14:49,Dubai
Toyota,Rav 4,2022,"6,486 km","117,999",Easy Financing with 0 Downpayment | Warranty + Free Registration | V4 2.5L Hybrid engine Ref#D080443,European Specs,04-03-24 14:49,Dubai
Toyota,Rav 4,2023,0 km,"118,000",TOYOTA RAV 4 2.5L XLE MODEL 2023 GCC SPECS (4WD + SUNROOF + CRUISE CONTROL),GCC Specs,04-03-24 14:49,Dubai
Toyota,Highlander,2021,"92,000 km","118,000",Toyota HigHlander XSE / V6 / Canadian / Free Accident,Canadian Specs,04-03-24 14:49,Dubai
Toyota,Other,2023,0 km,"118,000",TOYOTA BZ4X 2023,Other,04-03-24 14:49,Dubai
Toyota,Land Cruiser,2015,"118,250 km","118,000",TOYOTA | LAND CRUISER | 2015 | V8 | TOP,GCC Specs,04-03-24 14:49,Dubai
Toyota,Prado,2018,"120,000 km","118,000",TOYOTA PRADO VXR V6 2018 IN PERFECT CONDITION GCC,GCC Specs,04-03-24 14:49,Dubai
Toyota,Hilux,2024,0 km,"118,000",TOYOTA HILUX 2.7L GLXS-V 4X4 D/C A/T PTR 2024,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Staria,2024,0 km,"118,000",HYUNDAI STARIA 2024 V6 3.5L PETROL 11 SEATS AUTOMATIC,GCC Specs,04-03-24 14:49,Dubai
Kia,Carnival,2022,"39,000 km","118,000",ظƒظٹط§ ظƒط±ظ†ظپط§ظ„,Korean Specs,04-03-24 14:49,Dubai
Nissan,Patrol,2018,"183,200 km","118,000",Nissan Patrol 2018 LE Titanium | GCC Specs | Agency Service | Excellent Condition |,GCC Specs,04-03-24 14:49,Dubai
Nissan,Armada,2020,"74,000 km","118,000",Great,American Specs,04-03-24 14:49,Dubai
Nissan,Xterra,2023,0 km,"118,000",Nissan Xterra,GCC Specs,04-03-24 14:49,Dubai
Ford,Taurus,2023,"9,340 km","118,000",AED1960/month | 2023 Ford Taurus 2.0L | Warranty | Service | GCC Specs | Ref#147577,GCC Specs,04-03-24 14:49,Dubai
Ford,Mustang,2017,"49,000 km","118,000",Ford Mustang 2017 | Shelby Kit | Gt500 | Gcc | Free Accident,GCC Specs,04-03-24 14:49,Dubai
Ford,Mustang,2021,"41,970 km","118,000",*2021* Mustang GT V8 5.0L Premium FullOption/Best Selling Price,American Specs,04-03-24 14:49,Dubai
Nissan,Patrol,2019,"98,000 km",118000,Nissan Safari 2019 full option,GCC Specs,45354.94097,Abu Dhabi
Chevrolet,Silverado,2019,"135,000 km",118000,Silverado Trail Boss 2019 GCC,GCC Specs,45354.94097,Abu Dhabi
Kia,Sorento,2022,"45,000 km",118500,Kia Sorento 2022 GCC 7 seaters under warranty,GCC Specs,45354.94097,Abu Dhabi
Nissan,Xterra,2023,0 km,"118,800",2023 Nissan X-Terra 4WD Platinum Petrol A/T 2.5L / Luxury Interior / Book Now / Unbeatable Price,Other,04-03-24 14:49,Dubai
Toyota,Corolla Cross,2023,0 km,"119,000",2023 | TOYOTA COROLLA CROSS HYBRID 2.0L GERMANY SPC - RADAR / PANORAMIC ROOF - EXPORT ONLY,European Specs,04-03-24 14:49,Dubai
Toyota,Corolla Cross,2023,0 km,"119,000",TOYOTA COROLLA CROSS 2.0 HYBRID EU - For Export,European Specs,04-03-24 14:49,Dubai
Toyota,Camry,2022,"88,213 km","119,000",AED1869/month | 2022 Toyota Camry Sport 3.5L | Warranty | Full Toyota Service | GCC | Ref#143483,GCC Specs,04-03-24 14:49,Dubai
Toyota,Rav 4,2022,"17,905 km","119,000",AED1808/month | 2022 Toyota RAV 4 VX 2.5L | Warranty | Service | GCC Specifications | Ref#159256,GCC Specs,04-03-24 14:49,Dubai
Toyota,Hiace,2022,0 km,"119,000",TOYOTA HIACE AMBULANCE STANDARD | 3.5L V6 | FULLY LOADED | 2022,GCC Specs,04-03-24 14:49,Dubai
Toyota,Rav 4,2022,"19,000 km","119,000","Toyota Rav4 XLE Hybrid - Sunroof - AED 2,380 Monthly Payment - 0% DP",Canadian Specs,04-03-24 14:49,Dubai
Toyota,Other,2022,0 km,"119,000",TOYOTA BZ4X EV LONG RANGE JOY MY2022 â€“ BLACK (VC: BZ4XEV_1),Other,04-03-24 14:49,Dubai
Toyota,Prado,2020,"88,000 km","119,000",Toyota Prado EXR 2020 White GCC Clean car,GCC Specs,04-03-24 14:49,Dubai
Toyota,Hilux,2023,0 km,"119,000",TOYOTA HILUX 2.7 AUTOMATIC GLX 2023 MODEL FULL OPTION,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Palisade,2021,"69,000 km","119,000",Palisade 2021 5 years warranty or 200k km one owner Full option Original paint,Canadian Specs,04-03-24 14:49,Dubai
Hyundai,Sonata,2023,"12,068 km","119,000",AED1808/month | 2023 Hyundai Sonata GDI Premium 2.5L | Warranty | Service | GCC Specs | Ref#142040,GCC Specs,04-03-24 14:49,Dubai
Honda,CR-V,2022,"21,123 km","119,000",AED1869/month | 2022 Honda CR-V Touring 2.4L | Warranty | Full Honda Service | GCC | Ref#125851,GCC Specs,04-03-24 14:49,Dubai
Honda,CR-V,2022,"22,000 km","119,000",2022 GCC - HONDA CR-V TOURING - TOP SPEC,GCC Specs,04-03-24 14:49,Dubai
Honda,Accord,2022,"48,876 km","119,000",2022 Accord EXL (Full Optional) ON WARRANTY GCC,GCC Specs,04-03-24 14:49,Dubai
Kia,Telluride,2020,"80,000 km","119,000",Telluride GT Iline 2020 ORIGINAL paint GCC,GCC Specs,04-03-24 14:49,Dubai
Nissan,Xterra,2022,"50,570 km","119,000",AED1808/month | 2022 Nissan Xterra Platinum 2.5L | Warranty | GCC Specifications | Ref#159885,GCC Specs,04-03-24 14:49,Dubai
Nissan,Altima,2022,0 km,"119,000",Nissan Altima SL 2.5 turbo M/Y 2022  3 years local dealer warranty,GCC Specs,04-03-24 14:49,Dubai
Ford,Mustang,2017,"76,000 km","119,000","Mustang GT California Special 5.0,Warranty  service contract , Full service history",GCC Specs,04-03-24 14:49,Dubai
Ford,Explorer,2020,"74,685 km","119,000",AED1808/month | 2020 Ford Explorer XLT 2.3L | Warranty | GCC Specifications | Ref#157573,GCC Specs,04-03-24 14:49,Dubai
Ford,Taurus,2023,"16,000 km","119,000",FORD TAURUS TITANIUM - 2023 - GCC - 5 YEARS WARRANTY - BRAND NEW CONDITION,GCC Specs,04-03-24 14:49,Dubai
Ford,F-Series Pickup,2020,"46,000 km","119,000",F-150 / 2020 / WARRANTY  SERVICE CONTRACT,GCC Specs,04-03-24 14:49,Dubai
Nissan,Patrol,2017,"163,000 km",119000,ظ†ظٹط³ط§ظ† ط¨ط§طھط±ظˆظ„ طھظٹطھط§ظ†ظٹظˆظ… 400 ط§ط³ظˆط¯ / ط²ط¹ظپط±ط§ظ†ظٹ ط®ظ„ظٹط¬ظٹ ط§ظ„ظ…ط³ط¹ظˆط¯ 2017,GCC Specs,45354.94097,Abu Dhabi
Kia,Stinger,2020,"70,000 km",119000,GT line Kia Stinger 2020 purchased on 2021 GCC under warranty and service contract,GCC Specs,45354.94097,Abu Dhabi
Nissan,Patrol,2017,"113,000 km","119,111",NISSAN PATROL SE PLAYINUM 2017 V6 AED 2260/ month EXCELLENT CONDITION,GCC Specs,04-03-24 14:49,Dubai
Toyota,Fortuner,2023,"41,000 km","119,500",TOYOTA FORTUNER EX.R WHITE 2023 / GCC / SPECIFCATION,GCC Specs,04-03-24 14:49,Dubai
Toyota,Rav 4,2023,0 km,"119,500",RAV 4  2.5L FULL OPTIONS ADVENTURE AWD 0 KM 2023 GCC Specs Brand New,GCC Specs,04-03-24 14:49,Dubai
Nissan,Patrol,2017,"81,000 km","119,500",ظ†ظٹط³ط§ظ† ط¨ط§طھط±ظˆظ„ V6 ط¨ظ„ط§طھظٹظ†ظٹظˆظ… ظپظ„ ظ…ظˆط§طµظپط§طھ ط®ظ„ظٹط¬ظٹظ‡ ظ…ظˆط¯ظٹظ„ 2017,GCC Specs,04-03-24 14:49,Dubai
Honda,Other,2023,0 km,"119,900",HONDA ZR-V 1.5L TURBO LX MODEL 2023 GCC SPECS,GCC Specs,04-03-24 14:49,Dubai
Ford,Explorer,2021,"46,652 km","119,900","FORD EXPLORER XLT / AED 1,818/PM / 1 YEAR WARRANTY",GCC Specs,04-03-24 14:49,Dubai
Ford,Expedition,2018,"70,000 km","119,900",Ford Expedition XLT PLUS FULL OPTION | GCC SPECS | FULL SERVICE HISTORY AGENCY,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Santa Fe,2021,"40,000 km",119950,Hyundai Santa Fe 2021 GCC Full option 7 seats under warranty,GCC Specs,45354.94097,Abu Dhabi
Toyota,Rav 4,2023,0 km,"120,000",TOYOTA RAV4 2.5L XLG MODEL 2023 GCC SPECS,GCC Specs,04-03-24 14:49,Dubai
Toyota,Fortuner,2023,0 km,"120,000",Toyota Fortuner 2.4 Diesel MY23,European Specs,04-03-24 14:49,Dubai
Toyota,Fortuner,2020,"68,799 km","120,000",AED1823/month | 2020 Toyota Fortuner VXR 4.0L | Warranty | Service | GCC Specs | Ref#158163,GCC Specs,04-03-24 14:49,Dubai
Toyota,Hilux,2023,0 km,"120,000",2023 MODEL: TOYOTA HILUX 2.8L DIESEL M/T ADVENTURE (ONLY FOR EXPORT),GCC Specs,04-03-24 14:49,Dubai
Toyota,Hiace,2024,0 km,"120,000",TOYOTA HIACE 3.5 MT HIGHROOF WHITE 2024,GCC Specs,04-03-24 14:49,Dubai
Toyota,Land Cruiser,2009,"107,000 km","120,000",طھظˆظٹظˆطھط§ ظ„ط§ظ†ط¯ ظƒط±ظˆط²ط± Toyota Land Cruiser VXR 2009 VXR V8,GCC Specs,04-03-24 14:49,Dubai
Toyota,Fortuner,2023,0 km,"120,000",2023 Toyota Fortuner 2.7l  4 cylinder 0Km - Gcc Specs UAE PASS,GCC Specs,04-03-24 14:49,Dubai
Toyota,Hiace,2024,0 km,"120,000",2024 Toyota Hiace DX Rear Heater 13-Seater High Roof 3.5L V6 Petrol M/T RWD,GCC Specs,04-03-24 14:49,Dubai
Toyota,Prado,2019,"91,000 km","120,000",TOYOTA PRADO FOR SALE,GCC Specs,04-03-24 14:49,Dubai
Toyota,Hilux,2023,0 km,"120,000",(LHD) TOYOTA HILUX DC 2.4D AT 4X4 MY2023 â€“ SILVER (VC: HILUXDC2.4D_30),Other,04-03-24 14:49,Dubai
Toyota,4Runner,2021,"51,000 km","120,000",Used,American Specs,04-03-24 14:49,Dubai
Toyota,Rav 4,2022,0 km,"120,000",(LHD) TOYOTA RAV4 ADVENTURE 2.0P AT 4X4 MY2022 â€“ BLACK (VC: RAV42.0P_2A),Other,04-03-24 14:49,Dubai
Toyota,4Runner,2022,"34,000 km","120,000",4Runner 2022 trd off road 360camera,Canadian Specs,04-03-24 14:49,Dubai
Toyota,Tundra,2020,"104,000 km","120,000",طھظˆظٹظˆطھط§ طھظ†ط¯ط±ط§ ظ…ظˆط¯ظٹظ„ 2020ظ„ظ…طھط¯ط¯ LEMTD ط£ظˆط±ط§ظ‚ ط¬ظ…ط§ط±ظƒ,American Specs,04-03-24 14:49,Dubai
Toyota,Fortuner,2024,0 km,"120,000",Toyota Fortuner / Brand New 2024 / 2.7L Only For Export,GCC Specs,04-03-24 14:49,Dubai
Toyota,Fortuner,2023,0 km,"120,000",toyota fortuner 2.4 diesel- SAN,European Specs,04-03-24 14:49,Dubai
Toyota,Fortuner,2023,0 km,"120,000",TOYOTA FORTUNER 2.4L DIESEL V4 2023 MY2023 - RUBA,Other,04-03-24 14:49,Dubai
Toyota,FJ Cruiser,2020,"111,920 km","120,000",FJ Cruiser 2020 GXR- Agency Serviced,GCC Specs,04-03-24 14:49,Dubai
Toyota,Rav 4,2023,0 km,"120,000",Toyota RAV4 - 2.5L - Hybrid - 2023,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Staria,2024,0 km,"120,000",HYUNDAI STARIA 3.5L V6 FWD 11 SEATER VAN 2024 | PRICE FOR EXPORT,Other,04-03-24 14:49,Dubai
Hyundai,Santa Cruz,2023,0 km,"120,000",(LHD) HYUNDAI SANTA FE LUXURY 3.5P AT MY2023 â€“ GREY (VC: SANTAFE3.5P_2),Other,04-03-24 14:49,Dubai
Honda,Civic,2024,"1,150 km","120,000",Honda Civic 2024 (Sport),GCC Specs,04-03-24 14:49,Dubai
Honda,Pilot,2020,"42,000 km","120,000","2020 HONDA PILOT EX-L (YF6), 5DR SUV, 3.5L 6CYL PETROL, AUTOMATIC, ALL WHEEL DRIVE",Canadian Specs,04-03-24 14:49,Dubai
Kia,Sorento,2022,"66,000 km","120,000",KIA SORENTO 2022 ..GCC..FULL OPTION..UNDERWARANTY..Panoramic roof,GCC Specs,04-03-24 14:49,Dubai
Kia,Sorento,2023,0 km,"120,000",Winter package 4 cylinders 4x4 panoramic glassroof _ leather 7 seats_ Europe specification,European Specs,04-03-24 14:49,Dubai
Kia,Sorento,2022,"25,000 km","120,000",Kia Sorento 2022 Model Full Option GCC Specs EMI 2195 AED,GCC Specs,04-03-24 14:49,Dubai
Nissan,Patrol,2016,"100,000 km","120,000",2016 Nissan Patrol Nismo updated to 2022 spec including fully renewed two leather interior in beauti,GCC Specs,04-03-24 14:49,Dubai
Nissan,Xterra,2023,0 km,"120,000",2023 MODEL: NISSAN X-TERRA 2.5L 4WD PLATINUM (ONLY FOR EXPORT),GCC Specs,04-03-24 14:49,Dubai
Nissan,Xterra,2023,0 km,"120,000",2023 NISSAN XTERRA PLATINUM 2.5L 4WD AT PRL,Other,04-03-24 14:49,Dubai
Nissan,Patrol,2017,"105,000 km","120,000",Nissan Patrol SE (V6) / Kaymar Modifications / 2017 / Accident Free / Full Service History,GCC Specs,04-03-24 14:49,Dubai
Ford,Expedition,2018,"148,000 km","120,000",Ford Expedition (Platinium Edition),GCC Specs,04-03-24 14:49,Dubai
Ford,Mustang,2022,"2,200 km","120,000",NICE COLOR//2022//GT//5.0L//RECARO//LOOW MILEG,American Specs,04-03-24 14:49,Dubai
Ford,Mustang,2017,"38,000 km","120,000",Ford Mustang GT Premium - Black Edition,GCC Specs,04-03-24 14:49,Dubai
Ford,F-Series Pickup,2020,"97,989 km","120,000",F150 Raptor 3.5V6 Eco Boost *AMERICIAN SPEC*,American Specs,04-03-24 14:49,Dubai
Nissan,Maxima,2021,"54,400 km",120000,"Nissan Maxima SR Full option, 2021 GCC",GCC Specs,45354.94097,Abu Dhabi
